업체회원ID,상호명,주소,음식분야,음식점전화번호,사업자등록번호,테이블정보,메뉴정보,운영시간정보
null,코리아식당,서울특별시 동대문구 장안동 306-5 1층 ,한식,null,null,null,null,null
null,대성식당,서울특별시 동대문구 장안동 383-3 1층 ,한식,null,null,null,null,null
null,장수식당,서울특별시 동대문구 이문동 334-76 (경희얄개길 10) ,한식,null,null,null,null,null
null,고기하다,서울특별시 동대문구 회기동 54-16 지상1층 ,한식,null,null,null,null,null
null,청량리푸드앤호프,서울특별시 동대문구 제기동 635-21 2층 ,경양식,null,null,null,null,null
null,먹거리,서울특별시 동대문구 장안동 123-9 (전곡시장길57) ,한식,null,null,null,null,null
null,고향식당,서울특별시 동대문구 장안동 397-5 (장미공원길74-1) ,한식,null,null,null,null,null
null,또순이순대보쌈,서울특별시 동대문구 회기동 42-5 (경희대길 29-1) ,한식,null,null,null,null,null
null,충북식당,서울특별시 동대문구 제기동 989 (경동시장3길 14-9) ,한식,null,null,null,null,null
null,신토불이,서울특별시 동대문구 장안동 316-15 원영빌딩 ,한식,null,null,null,null,null
null,남한강식당,서울특별시 동대문구 제기동 895-11 외1필지 (경동시장8길 9) ,한식,null,null,null,null,null
null,본죽&비빔밥cafe외대점,서울특별시 동대문구 이문동 287-22 1층 ,한식,null,null,null,null,null
null,천리향,서울특별시 동대문구 장안동 360-6 지상1층 ,중국식,null,null,null,null,null
null,일품돈가스,서울특별시 동대문구 청량리동 205-361 (청홍길 18) ,경양식,null,null,null,null,null
null,땡큐,서울특별시 동대문구 답십리동 960-18 (황물길26) ,한식,null,null,null,null,null
null,거북곱창,서울특별시 동대문구 장안동 341-4 (장평10길22) ,한식,null,null,null,null,null
null,청춘포차,서울특별시 동대문구 제기동 575-10 1층 ,한식,null,null,null,null,null
null,메밀사랑묵사랑,서울특별시 동대문구 장안동 100-5 1층 ,한식,null,null,null,null,null
null,한신포차 경희대점,서울특별시 동대문구 회기동 42-43 (경희대1길 10) ,일식,null,null,null,null,null
null,하우스치킨,서울특별시 동대문구 이문동 255-255 1층 ,한식,null,null,null,null,null
null,왈순네,서울특별시 동대문구 장안동 109-10 1층 ,한식,null,null,null,null,null
null,옥천옥,서울특별시 동대문구 신설동 94-57 1층 ,한식,null,null,null,null,null
null,독도게찜,서울특별시 동대문구 장안동 360-4 1층 ,한식,null,null,null,null,null
null,스마일(smile),서울특별시 동대문구 용두동 39-960 1층 ,한식,null,null,null,null,null
null,서장각,서울특별시 동대문구 장안동 391-3 (지상1층) ,중국식,null,null,null,null,null
null,李오 바지락칼국수,서울특별시 동대문구 장안동 408-1 (지상1층) ,한식,null,null,null,null,null
null,또오래식당,서울특별시 동대문구 장안동 331-3 ,한식,null,null,null,null,null
null,꼬기한판,서울특별시 동대문구 장안동 123-1 (지상1층) ,한식,null,null,null,null,null
null,고을집,서울특별시 동대문구 제기동 635-18 1층 ,한식,null,null,null,null,null
null,비반트(VIVANT),서울특별시 동대문구 회기동 16-38 1층 ,한식,null,null,null,null,null
null,남원추어탕,서울특별시 동대문구 답십리동 475-110 102호,한식,null,null,null,null,null
null,대지식당,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 36호,한식,null,null,null,null,null
null,목포집,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 23호,한식,null,null,null,null,null
null,정성을 담은 가게,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 38호,한식,null,null,null,null,null
null,포항댁,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 14호 ,한식,null,null,null,null,null
null,큰엄마네,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 10호 ,한식,null,null,null,null,null
null,다시찾고싶은집,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 18~19호 ,한식,null,null,null,null,null
null,한마당,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 12호 ,한식,null,null,null,null,null
null,갈치해장국,서울특별시 동대문구 제기동 892-93 ,한식,null,null,null,null,null
null,서가갈비,서울특별시 동대문구 전농동 648-141 ,한식,null,null,null,null,null
null,봉평메밀,서울특별시 동대문구 회기동 60-129 ,한식,null,null,null,null,null
null,진미촌,서울특별시 동대문구 제기동 122-295 ,한식,null,null,null,null,null
null,맥썸 장한평점,서울특별시 동대문구 장안동 464-4 1층 ,한식,null,null,null,null,null
null,천라쿵푸마라탕 경희대점,서울특별시 동대문구 회기동 25 ,중국식,null,null,null,null,null
null,전주집,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 11호,한식,null,null,null,null,null
null,곱창전문점,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 34호,한식,null,null,null,null,null
null,풍물빈대떡,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 35호,한식,null,null,null,null,null
null,국수집,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 33호,한식,null,null,null,null,null
null,한우리네,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 8호,한식,null,null,null,null,null
null,대복칼국수,서울특별시 동대문구 전농동 129-42 ,한식,null,null,null,null,null
null,향,서울특별시 동대문구 제기동 892-9 지하1층 ,한식,null,null,null,null,null
null,전농 빈대떡,서울특별시 동대문구 전농동 204-10 ,한식,null,null,null,null,null
null,우리돈,서울특별시 동대문구 제기동 486-10 1층 ,한식,null,null,null,null,null
null,서안메밀집고대점,서울특별시 동대문구 제기동 135-22 ,한식,null,null,null,null,null
null,호텔글로리,서울특별시 동대문구 회기동 60-47 2층 ,경양식,null,null,null,null,null
null,영화장,서울특별시 동대문구 이문동 288-23 ,중국식,null,null,null,null,null
null,팔각도 서울장안점,서울특별시 동대문구 장안동 367-1 1층 ,한식,null,null,null,null,null
null,비나레스토랑,서울특별시 동대문구 제기동 137-41 1층 ,경양식,null,null,null,null,null
null,내고향식당,서울특별시 동대문구 제기동 1142-6 (지상1층) ,한식,null,null,null,null,null
null,곱창생각,서울특별시 동대문구 장안동 168-3 ,한식,null,null,null,null,null
null,가정식식당,서울특별시 동대문구 휘경동 151-3 1층 ,한식,null,null,null,null,null
null,대왕참치,서울특별시 동대문구 휘경동 333-4 (지상1층) ,횟집,null,null,null,null,null
null,장금이네,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 26호 ,한식,null,null,null,null,null
null,경아네,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 43호 ,한식,null,null,null,null,null
null,일본식오뎅집,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 39호,한식,null,null,null,null,null
null,송가네,서울특별시 동대문구 용두동 112-29 ,한식,null,null,null,null,null
null,찌개애감동,서울특별시 동대문구 회기동 1-5 경희대학교 경희의료원 제2주차장61 (지상1층) ,한식,null,null,null,null,null
null,큰맘할메순대국,서울특별시 동대문구 답십리동 52-4 1층 ,한식,null,null,null,null,null
null,궁촌토종순대국,서울특별시 동대문구 장안동 92-14 (지상1층) ,한식,null,null,null,null,null
null,송쉐프장안점,서울특별시 동대문구 장안동 464-5 ,중국식,null,null,null,null,null
null,한천로 106 닭곰탕,서울특별시 동대문구 장안동 162-9 ,한식,null,null,null,null,null
null,해물포차 서봉,서울특별시 동대문구 이문동 237-137 ,한식,null,null,null,null,null
null,곱창마을,서울특별시 동대문구 이문동 134-4 1F ,한식,null,null,null,null,null
null,정성 서울국수집,서울특별시 동대문구 휘경동 150-14 ,한식,null,null,null,null,null
null,일품정,서울특별시 동대문구 휘경동 77-2 1층 ,한식,null,null,null,null,null
null,전통춘천닭갈비,서울특별시 동대문구 장안동 309-4 ,한식,null,null,null,null,null
null,고향집,서울특별시 동대문구 제기동 148-63 (지상1층) ,한식,null,null,null,null,null
null,청연염소골,서울특별시 동대문구 신설동 16 ,한식,null,null,null,null,null
null,치킨매니아,서울특별시 동대문구 답십리동 1-45 1층 ,한식,null,null,null,null,null
null,회기 돌 곱창,서울특별시 동대문구 휘경동 183-110 1층 ,한식,null,null,null,null,null
null,신사골감자탕 장안점,서울특별시 동대문구 장안동 366-6 지상1층 ,한식,null,null,null,null,null
null,벨루트,서울특별시 동대문구 이문동 305-6 ,한식,null,null,null,null,null
null,여수해물나라,서울특별시 동대문구 장안동 366-9 1층 ,한식,null,null,null,null,null
null,두툼,서울특별시 동대문구 장안동 460-1 (지상1층) ,일식,null,null,null,null,null
null,옛고을빈대떡,서울특별시 동대문구 신설동 109-5 서울풍물시장(지상2층) 빨강동 52호,한식,null,null,null,null,null
null,풍미숯불갈비,서울특별시 동대문구 용두동 220-12 (지상1층) ,한식,null,null,null,null,null
null,본고집,서울특별시 동대문구 이문동 304-28 (지상1층) ,한식,null,null,null,null,null
null,봉순이네감자탕,서울특별시 동대문구 전농동 183-6 (지상1층) ,한식,null,null,null,null,null
null,미남참치,서울특별시 동대문구 장안동 415-9 ,일식,null,null,null,null,null
null,종로빈대떡,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 60호 (2층) ,한식,null,null,null,null,null
null,정호프,서울특별시 동대문구 용두동 26-37 ,한식,null,null,null,null,null
null,동강용봉탕,서울특별시 동대문구 제기동 1199 지상1층 ,한식,null,null,null,null,null
null,강쇠와 옹녀네,서울특별시 동대문구 장안동 339-19 축제빌딩 지상1층 ,한식,null,null,null,null,null
null,청마루 한우,서울특별시 동대문구 용두동 26-21 지상1층 ,한식,null,null,null,null,null
null,대경참치,서울특별시 동대문구 장안동 414-5 2층 ,횟집,null,null,null,null,null
null,나주막회,서울특별시 동대문구 전농동 497-44 지상1층~지하1층 ,횟집,null,null,null,null,null
null,두레박,서울특별시 동대문구 회기동 107-27 천초빌딩 1층 ,한식,null,null,null,null,null
null,참이슬식당,서울특별시 동대문구 이문동 86-79 지상1층 ,한식,null,null,null,null,null
null,소문난맛집,서울특별시 동대문구 용두동 23-45 1층 ,한식,null,null,null,null,null
null,빨간오뎅,서울특별시 동대문구 전농동 295-306 ,한식,null,null,null,null,null
null,또바기 치킨(전농점),서울특별시 동대문구 전농동 295-307 ,한식,null,null,null,null,null
null,구이구이,서울특별시 동대문구 장안동 380-4 지상1층 ,한식,null,null,null,null,null
null,가진항물회식당,서울특별시 동대문구 장안동 313-4 지상1층 ,횟집,null,null,null,null,null
null,곱창사랑,서울특별시 동대문구 장안동 102-5 지상1F ,한식,null,null,null,null,null
null,수정이네,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 2층 54 55호,한식,null,null,null,null,null
null,신설동뚝배기,서울특별시 동대문구 신설동 72-10 1층 ,한식,null,null,null,null,null
null,짜짜루,서울특별시 동대문구 장안동 184-24 ,한식,null,null,null,null,null
null,해동반점,서울특별시 동대문구 장안동 93-80 2층 ,경양식,null,null,null,null,null
null,한국식당,서울특별시 동대문구 용두동 119-27 ,한식,null,null,null,null,null
null,손문대구막창,서울특별시 동대문구 청량리동 773 1층 ,한식,null,null,null,null,null
null,소머리국밥,서울특별시 동대문구 신설동 109-5 서울풍물시장 빨강동 2호 ,한식,null,null,null,null,null
null,타이인플레이트,서울특별시 동대문구 회기동 75 1층 ,한식,null,null,null,null,null
null,동마곱창,서울특별시 동대문구 용두동 39-38 지상1층 ,한식,null,null,null,null,null
null,이모네쭈꾸미,서울특별시 동대문구 용두동 119-5 지상1층 ,한식,null,null,null,null,null
null,손문대구막창,서울특별시 동대문구 전농동 127-32 ,한식,null,null,null,null,null
null,후퉁리,서울특별시 동대문구 회기동 60-139 회기동 복합건물 ,중국식,null,null,null,null,null
null,화풍정한식,서울특별시 동대문구 장안동 313-1 ,한식,null,null,null,null,null
null,영자네곱창,서울특별시 동대문구 장안동 93-77 ,한식,null,null,null,null,null
